Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-02-11,0.239, 2001,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-02-21,0.282, 2001,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-03-01,0.286, 2001,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-03-11,0.37, 2001,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-03-21,0.427, 2001,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-04-01,0.469, 2001,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-04-11,0.463, 2001,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-04-21,0.453, 2001,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-05-01,0.417, 2001,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-05-11,0.44, 2001,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-05-21,0.535, 2001,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-06-01,0.614, 2001,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-06-11,0.569, 2001,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-06-21,0.508, 2001,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-07-01,0.455, 2001,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-07-11,0.313, 2001,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-07-21,0.243, 2001,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-08-01,0.206, 2001,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-08-11,0.295, 2001,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-08-21,0.349, 2001,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-09-01,0.329, 2001,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-09-11,0.35, 2001,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-09-21,0.405, 2001,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-10-01,0.444, 2001,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-10-11,0.55, 2001,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-10-21,0.527, 2001,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-11-01,0.55, 2001,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-11-11,0.471, 2001,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-11-21,0.308, 2001,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-12-01,0.24, 2001,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-12-11,0.232, 2001,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2001-12-21,0.223, 2001,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-01-01,0.202, 2002,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-01-11,0.301, 2002,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-01-21,0.292, 2002,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-02-01,0.436, 2002,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-02-11,0.406, 2002,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-02-21,0.435, 2002,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-03-01,0.471, 2002,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-03-11,0.529, 2002,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-03-21,0.534, 2002,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-04-01,0.729, 2002,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-04-11,0.871, 2002,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-04-21,0.82, 2002,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-05-01,0.683, 2002,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-05-11,0.513, 2002,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-05-21,0.461, 2002,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-06-01,0.413, 2002,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-06-11,0.463, 2002,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-06-21,0.66, 2002,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-07-01,0.829, 2002,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-07-11,0.922, 2002,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-07-21,0.924, 2002,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-08-01,0.911, 2002,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-08-11,0.894, 2002,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-08-21,0.857, 2002,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-09-01,0.798, 2002,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-09-11,0.783, 2002,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-09-21,0.805, 2002,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-10-01,0.795, 2002,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-10-11,0.803, 2002,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-10-21,0.715, 2002,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-11-01,0.607, 2002,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-11-11,0.575, 2002,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-11-21,0.574, 2002,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-12-01,0.687, 2002,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-12-11,0.772, 2002,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2002-12-21,0.772, 2002,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-01-01,0.837, 2003,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-01-11,0.678, 2003,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-01-21,0.534, 2003,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-02-01,0.526, 2003,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-02-11,0.452, 2003,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-02-21,0.419, 2003,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-03-01,0.426, 2003,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-03-11,0.446, 2003,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-03-21,0.544, 2003,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-04-01,0.684, 2003,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-04-11,0.61, 2003,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-04-21,0.523, 2003,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-05-01,0.437, 2003,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-05-11,0.48, 2003,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-05-21,0.545, 2003,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-06-01,0.623, 2003,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-06-11,0.631, 2003,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-06-21,0.647, 2003,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-07-01,0.685, 2003,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-07-11,0.669, 2003,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-07-21,0.647, 2003,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-08-01,0.562, 2003,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-08-11,0.635, 2003,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-08-21,0.739, 2003,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-09-01,0.84, 2003,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-09-11,0.828, 2003,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-09-21,0.809, 2003,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-10-01,0.756, 2003,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-10-11,0.82, 2003,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-10-21,0.777, 2003,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-11-01,0.525, 2003,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-11-11,0.483, 2003,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-11-21,0.494, 2003,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-12-01,0.582, 2003,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-12-11,0.589, 2003,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2003-12-21,0.505, 2003,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-01-01,0.48, 2004,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-01-11,0.479, 2004,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-01-21,0.398, 2004,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-02-01,0.493, 2004,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-02-11,0.484, 2004,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-02-21,0.56, 2004,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-03-01,0.561, 2004,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-03-11,0.477, 2004,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-03-21,0.468, 2004,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-04-01,0.588, 2004,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-04-11,0.691, 2004,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-04-21,0.776, 2004,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-05-01,0.768, 2004,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-05-11,0.812, 2004,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-05-21,0.819, 2004,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-06-01,0.835, 2004,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-06-11,0.867, 2004,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-06-21,0.834, 2004,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-07-01,0.867, 2004,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-07-11,0.78, 2004,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-07-21,0.706, 2004,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-08-01,0.735, 2004,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-08-11,0.755, 2004,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-08-21,0.799, 2004,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-09-01,0.789, 2004,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-09-11,0.812, 2004,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-09-21,0.886, 2004,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-10-01,0.902, 2004,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-10-11,0.88, 2004,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-10-21,0.747, 2004,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-11-01,0.556, 2004,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-11-11,0.534, 2004,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-11-21,0.528, 2004,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-12-01,0.694, 2004,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-12-11,0.812, 2004,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2004-12-21,0.725, 2004,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-01-01,0.451, 2005,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-01-11,0.351, 2005,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-01-21,0.409, 2005,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-02-01,0.472, 2005,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-02-11,0.438, 2005,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-02-21,0.404, 2005,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-03-01,0.319, 2005,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-03-11,0.275, 2005,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-03-21,0.365, 2005,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-04-01,0.467, 2005,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-04-11,0.584, 2005,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-04-21,0.733, 2005,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-05-01,0.79, 2005,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-05-11,0.64, 2005,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-05-21,0.573, 2005,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-06-01,0.487, 2005,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-06-11,0.351, 2005,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-06-21,0.359, 2005,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-07-01,0.348, 2005,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-07-11,0.259, 2005,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-07-21,0.249, 2005,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-08-01,0.185, 2005,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-08-11,0.263, 2005,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-08-21,0.313, 2005,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-09-01,0.331, 2005,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-09-11,0.369, 2005,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-09-21,0.45, 2005,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-10-01,0.501, 2005,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-10-11,0.433, 2005,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-10-21,0.285, 2005,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-11-01,0.231, 2005,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-11-11,0.285, 2005,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-11-21,0.423, 2005,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-12-01,0.424, 2005,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-12-11,0.376, 2005,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2005-12-21,0.222, 2005,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-01-01,0.122, 2006,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-01-11,0.157, 2006,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-01-21,0.123, 2006,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-02-01,0.185, 2006,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-02-11,0.211, 2006,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-02-21,0.225, 2006,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-03-01,0.19, 2006,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-03-11,0.213, 2006,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-03-21,0.357, 2006,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-04-01,0.35, 2006,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-04-11,0.376, 2006,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-04-21,0.262, 2006,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-05-01,0.265, 2006,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-05-11,0.363, 2006,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-05-21,0.416, 2006,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-06-01,0.435, 2006,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-06-11,0.366, 2006,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-06-21,0.309, 2006,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-07-01,0.288, 2006,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-07-11,0.237, 2006,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-07-21,0.282, 2006,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-08-01,0.236, 2006,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-08-11,0.286, 2006,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-08-21,0.253, 2006,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-09-01,0.279, 2006,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-09-11,0.323, 2006,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-09-21,0.366, 2006,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-10-01,0.289, 2006,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-10-11,0.288, 2006,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-10-21,0.294, 2006,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-11-01,0.18, 2006,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-11-11,0.132, 2006,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-11-21,0.083, 2006,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-12-01,0.127, 2006,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-12-11,0.267, 2006,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2006-12-21,0.324, 2006,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-01-01,0.3, 2007,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-01-11,0.405, 2007,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-01-21,0.443, 2007,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-02-01,0.653, 2007,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-02-11,0.646, 2007,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-02-21,0.667, 2007,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-03-01,0.756, 2007,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-03-11,0.364, 2007,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-03-21,0.275, 2007,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-04-01,0.304, 2007,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-04-11,0.278, 2007,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-04-21,0.249, 2007,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-05-01,0.201, 2007,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-05-11,0.394, 2007,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-05-21,0.147, 2007,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2623,Baha,2007-06-01,0.117, 2007,06,1, ,FAO-ASIS
