Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1988-11-01,0.292, 1988,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1988-11-11,0.253, 1988,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1988-11-21,0.216, 1988,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1988-12-01,0.248, 1988,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1988-12-11,0.27, 1988,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1988-12-21,0.217, 1988,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-01-01,0.23, 1989,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-01-11,0.262, 1989,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-01-21,0.212, 1989,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-02-01,0.192, 1989,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-02-11,0.186, 1989,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-02-21,0.2, 1989,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-03-01,0.244, 1989,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-03-11,0.248, 1989,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-03-21,0.246, 1989,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-04-01,0.296, 1989,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-04-11,0.329, 1989,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-04-21,0.376, 1989,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-05-01,0.338, 1989,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-05-11,0.322, 1989,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-05-21,0.301, 1989,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-06-01,0.283, 1989,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-06-11,0.251, 1989,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-06-21,0.247, 1989,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-07-01,0.229, 1989,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-07-11,0.231, 1989,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-07-21,0.225, 1989,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-08-01,0.251, 1989,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-08-11,0.247, 1989,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-08-21,0.262, 1989,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-09-01,0.257, 1989,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-09-11,0.254, 1989,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-09-21,0.223, 1989,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-10-01,0.211, 1989,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-10-11,0.202, 1989,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-10-21,0.224, 1989,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-11-01,0.191, 1989,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-11-11,0.194, 1989,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-11-21,0.203, 1989,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-12-01,0.247, 1989,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-12-11,0.322, 1989,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1989-12-21,0.32, 1989,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-01-01,0.346, 1990,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-01-11,0.368, 1990,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-01-21,0.353, 1990,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-02-01,0.378, 1990,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-02-11,0.413, 1990,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-02-21,0.438, 1990,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-03-01,0.417, 1990,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-03-11,0.38, 1990,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-03-21,0.368, 1990,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-04-01,0.364, 1990,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-04-11,0.36, 1990,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-04-21,0.428, 1990,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-05-01,0.479, 1990,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-05-11,0.468, 1990,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-05-21,0.455, 1990,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-06-01,0.455, 1990,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-06-11,0.424, 1990,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-06-21,0.482, 1990,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-07-01,0.384, 1990,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-07-11,0.284, 1990,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-07-21,0.266, 1990,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-08-01,0.221, 1990,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-08-11,0.245, 1990,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-08-21,0.237, 1990,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-09-01,0.253, 1990,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-09-11,0.265, 1990,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-09-21,0.281, 1990,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-10-01,0.295, 1990,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-10-11,0.286, 1990,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-10-21,0.295, 1990,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-11-01,0.309, 1990,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-11-11,0.281, 1990,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-11-21,0.27, 1990,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-12-01,0.315, 1990,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-12-11,0.308, 1990,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1990-12-21,0.199, 1990,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-01-01,0.192, 1991,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-01-11,0.247, 1991,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-01-21,0.218, 1991,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-02-01,0.247, 1991,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-02-11,0.197, 1991,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-02-21,0.173, 1991,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-03-01,0.197, 1991,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-03-11,0.242, 1991,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-03-21,0.331, 1991,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-04-01,0.326, 1991,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-04-11,0.3, 1991,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-04-21,0.288, 1991,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-05-01,0.235, 1991,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-05-11,0.224, 1991,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-05-21,0.229, 1991,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-06-01,0.241, 1991,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-06-11,0.272, 1991,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-06-21,0.293, 1991,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-07-01,0.264, 1991,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-07-11,0.243, 1991,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-07-21,0.187, 1991,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-08-01,0.157, 1991,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-08-11,0.165, 1991,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-08-21,0.198, 1991,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-09-01,0.222, 1991,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-09-11,0.222, 1991,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-09-21,0.261, 1991,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-10-01,0.276, 1991,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-10-11,0.307, 1991,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-10-21,0.333, 1991,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-11-01,0.338, 1991,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-11-11,0.312, 1991,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-11-21,0.265, 1991,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-12-01,0.309, 1991,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-12-11,0.385, 1991,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1991-12-21,0.465, 1991,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-01-01,0.515, 1992,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-01-11,0.454, 1992,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-01-21,0.422, 1992,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-02-01,0.389, 1992,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-02-11,0.368, 1992,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-02-21,0.348, 1992,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-03-01,0.347, 1992,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-03-11,0.34, 1992,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-03-21,0.406, 1992,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-04-01,0.429, 1992,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-04-11,0.432, 1992,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-04-21,0.453, 1992,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-05-01,0.406, 1992,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-05-11,0.369, 1992,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-05-21,0.337, 1992,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-06-01,0.362, 1992,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-06-11,0.354, 1992,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-06-21,0.408, 1992,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-07-01,0.389, 1992,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-07-11,0.347, 1992,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-07-21,0.359, 1992,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-08-01,0.365, 1992,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-08-11,0.424, 1992,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-08-21,0.461, 1992,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-09-01,0.492, 1992,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-09-11,0.476, 1992,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-09-21,0.491, 1992,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-10-01,0.454, 1992,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-10-11,0.497, 1992,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-10-21,0.543, 1992,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-11-01,0.542, 1992,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-11-11,0.527, 1992,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-11-21,0.479, 1992,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-12-01,0.545, 1992,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-12-11,0.587, 1992,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1992-12-21,0.6, 1992,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-01-01,0.669, 1993,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-01-11,0.759, 1993,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-01-21,0.751, 1993,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-02-01,0.593, 1993,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-02-11,0.445, 1993,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-02-21,0.377, 1993,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-03-01,0.416, 1993,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-03-11,0.534, 1993,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-03-21,0.612, 1993,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-04-01,0.635, 1993,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-04-11,0.607, 1993,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-04-21,0.555, 1993,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-05-01,0.525, 1993,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-05-11,0.55, 1993,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-05-21,0.591, 1993,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-06-01,0.585, 1993,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-06-11,0.57, 1993,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-06-21,0.55, 1993,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-07-01,0.545, 1993,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-07-11,0.569, 1993,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-07-21,0.599, 1993,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-08-01,0.617, 1993,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-08-11,0.614, 1993,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-08-21,0.67, 1993,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-09-01,0.668, 1993,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-09-11,0.645, 1993,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-09-21,0.671, 1993,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-10-01,0.737, 1993,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-10-11,0.737, 1993,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-10-21,0.72, 1993,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-11-01,0.623, 1993,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-11-11,0.467, 1993,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-11-21,0.39, 1993,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-12-01,0.483, 1993,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-12-11,0.518, 1993,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1993-12-21,0.506, 1993,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-01-01,0.501, 1994,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-01-11,0.48, 1994,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-01-21,0.484, 1994,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-02-01,0.542, 1994,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-02-11,0.567, 1994,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-02-21,0.552, 1994,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-03-01,0.544, 1994,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-03-11,0.539, 1994,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-03-21,0.504, 1994,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-04-01,0.555, 1994,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-04-11,0.541, 1994,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-04-21,0.533, 1994,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-05-01,0.562, 1994,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-05-11,0.646, 1994,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-05-21,0.703, 1994,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-06-01,0.699, 1994,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-06-11,0.646, 1994,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-06-21,0.592, 1994,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-07-01,0.589, 1994,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-07-11,0.69, 1994,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-07-21,0.751, 1994,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-08-01,0.755, 1994,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-08-11,0.782, 1994,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-08-21,0.719, 1994,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-09-01,0.511, 1994,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-09-11,0.43, 1994,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-09-21,0.433, 1994,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-10-01,0.453, 1994,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-10-11,0.487, 1994,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-10-21,0.522, 1994,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-11-01,0.54, 1994,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-11-11,0.547, 1994,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-11-21,0.497, 1994,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-12-01,0.491, 1994,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-12-11,0.492, 1994,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1994-12-21,0.417, 1994,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-01-01,0.361, 1995,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-01-11,0.372, 1995,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-01-21,0.33, 1995,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-02-01,0.359, 1995,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-02-11,0.377, 1995,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-02-21,0.355, 1995,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-03-01,0.361, 1995,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-03-11,0.366, 1995,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-03-21,0.36, 1995,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2623,Baha,1995-04-01,0.358, 1995,04,1, ,FAO-ASIS
